x,y,RSSI,Timestamp
2.49, 3.12,42,14:02:04
1.72,3.56,40,14:02:09
3.82,4.9,40,14:02:13
1.28,3.42,42,14:02:13
3.57,2.48,39,14:02:18
-3.9,0.57,41,14:02:29
-3.28,-9.30,35,14:02:42
-2.84,10.27,35,14:02:48
-2.13,3.20,35,14:02:52
-2.25,2.5,34,14:02:53
-2.50,2.28,45,14:02:55





